Submission date,Review Language,Author,Rating,Review,Reply Date,Response Time,Developer Reply,Sentiment,Keywords
2022-10-19 10:42:09,,Mulbhanaspati,1.0,Apk tolol gajelas,2022-10-20 01:18:54,14:36:45,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-10-17 00:28:29,id,Adik Priatna,5.0,"Bank Sampoerna Memang Oke.. Proses Pembukaan Tabuang Gk Sampai 20menit Langsung Beres dn Berhasil. Kartu ATM nya ini Langsung Diproses. tinggal tunggu kedatangannya semoga sja tidak lama, .. Terimakasih dn Salam",2022-10-17 01:28:50,01:00:21,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-10-13 09:42:38,id,Agung Isenk,5.0,Saya punya tidak bisa masuk hanya sebatas login mohon di bantu,2022-10-14 03:27:22,17:44:44,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-10-12 03:02:45,id,Najmi Falah,1.0,Aplikasi kurang canggih sistemnya foto Selfi aja gagal terus padahal padahal cahaya terang hp bagus sinyal pke Di suruh telpon bank nya...ngapain emang ga pake pulsa...sistemnya di perbaiki lagi maluin,2022-10-12 08:14:57,05:12:12,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-10-10 10:56:54,id,Beny Nurhakim777,5.0,Tq bank sampoerna.sukses sllu dan sampoerna sllu,2022-10-11 01:32:08,14:35:14,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-10-10 07:51:52,id,Benny Senduk,4.0,Blm selesai kalo cepat aku tambahin bintang nya full ! !,2022-10-11 01:31:56,17:40:04,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-10-09 03:51:23,id,Muhammad rafa Laksana03,1.0,"PAS DAFTAR MESTI UPLOAD KARTU KELUARGA RIBET BANGETT ,UDAH GITU GAK BISA UPLOAD LAGI PARAHHHHHHH MENDING BANK SEBELAH",2022-10-10 04:02:03,24:10:40,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-10-05 10:25:00,id,Yaya Cms,3.0,Maaf saya agak sedikit kecewa soal aktivasi kartu debit saya sudah keluar pulsa banyak buat tlpn cs tapi kode otp tidak muncul/tidak terkirim ke no hp saya,2022-10-06 00:57:45,14:32:45,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-10-05 01:16:31,en,Devita putri,5.0,ok,2022-10-05 02:30:30,01:13:59,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-30 01:24:32,id,Yusup Sopian,2.0,Pendaftaraan susah foto selfie selalu gagal harus hubungi call center,2022-09-30 02:30:26,01:05:54,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-09-28 14:58:24,en,Babak,3.0,"The app can't be run on Android 13. I installed the app, gave all the permissions the app asked for, but I received this message: Untuk menggunakan Aplikasi Sampoerna Mobile membutuhkan izin membaca keadaan ponsel, membaca lokasi, mengakses file media dan perangkat. COBA LAGI Could u please look into it or guide me.",2022-09-29 10:10:30,19:12:06,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-27 12:15:32,id,Ary LF,1.0,"Udah di ACC m bangking nya malah ga bisa dibuka, kaga respon juga dari admin nya parah",2022-09-13 02:46:59,,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-26 07:21:38,id,Hello Xiaomi,1.0,Bank pencuri data pribadi Lupa User id gara salah masukin password 3 kali Tidak bisa di bantu Cuman habis Pulsa Telfon mereka Permasalahan tidak bisa di Selesaikan Cs Lala it tidak mengerti Pengaduan nasabah,2022-09-27 03:54:22,20:32:44,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-23 09:03:42,id,ade hasim,5.0,"Selama pakai aplikasi dan kartu debitnya lancar tidak ada kendala. Serasa semua mesin ATM berlogo Bank Sahabat Sampoerna hehe... Semoga seterusnya ya gratis biaya admin dan gratis 30 kali tarik tunai tanpa saldo minimum di ATM Bersama dan Prima biar tambah yakin dan semangat nabungnya. Interfacenya kesannya agak jadul, tapi selama lancar, nyaman dan tidak ada kendala tidak terlalu bermasalah. Saya berharap kedepannya ada juga VA dan menu yang masih dalam pengembangan segera terelisasi. Aamiin..",2022-09-26 01:19:37,64:15:55,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,UI
2022-09-22 03:05:51,,Otomotif Unik,5.0,Bagus,2022-09-22 03:54:06,00:48:15,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-09-22 01:23:14,id,Hendri Papaku,1.0,Kasih bintang 200 buat perbankan satu ini. Daftar online kyc vidio call diterima Langsung ehhh saat udah di isi saldo maaf transaksi anda di batasi.kami berhak memblokir demi keamanan. Aneh ngak salut . Saya mau uang saya yang di mobile banking saya di kembalikan saja dan silakan di blokir atau di tutup aja rekening nya. TOLONG DI keluarkan setoran saya di mobile banking nya. Ini saya merasa di tipu. Begitu mau keluarin uang nya ngak bisa. Saya oiiiiii yang kalian tipuuuuuu,2022-06-09 06:19:39,,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-09-21 16:42:41,en,Google D,3.0,"Please enable update personal data, for ex: enable change email address. Thank you",2022-09-22 01:07:45,08:25:04,"Hai Sahabat,

Terima kasih atas masukan yang telah diberikan. Masukan tersebut sangat bermanfaat agar kami senantiasa dapat memberikan dan meningkatkan pelayanan kepada seluruh Sahabat.
Jika ada hal lain yang ingin disampaikan, Sahabat dapat menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035.

Salam Sahabat",neutral,Error
2022-09-21 09:33:26,id,Kredivo Indonesia,1.0,"Bank sampah, apa-apaan mbanking terblokir tanpa alasan, gak ada notif gak ada yang salah... "" Alasan demi keamanan', tapi kenyataan nya bank nya sendiri yang bikin gak nyaman..🤭,. Klo mau blokir kenapa gak di blokir sebelum ada saldo? Memang kalau Bank nya kebijakan anda dan hak anda, tapi bagai mana anda bisa mempertanggun jawab kan saldo yg merupakan hak nasabah? Jika di urus ke KCP anda apakah anda bisa bertanggung jawab ganti dgn segala aspek kerugian dari nasabah ( ongkos, kerjaan yg _",2022-09-22 01:07:33,15:34:07,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-16 13:37:36,,Otomotif Antik,5.0,Bagus,2022-09-19 01:39:24,60:01:48,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-09-13 17:18:10,id,aguez supriyadin,3.0,Kartu ATM saya sudah 1bulan lebih belum nyampe nyampe. Bagaimana ini???,2022-09-14 01:21:59,08:03:49,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-04 07:15:13,id,Dede Heryadi,5.0,"Bebas biaya tarik tunai di ATM bank manapun, untuk aplikasi mewajibkan mengidupkan GPS. Sehingga baterai lebih cepat habis.",2022-09-07 02:01:14,66:46:01,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-09-02 04:07:06,en,ABDUL ROHMAN,5.0,Good jobz,2022-09-02 05:47:35,01:40:29,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-09-02 02:03:44,id,Tofik Nur hidayat,1.0,Knapa ngga bisa log in,2022-09-02 05:47:28,03:43:44,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-09-01 23:19:33,en,Tengku Indra Utama (Indra),5.0,Nice banking..,2022-09-02 05:46:54,06:27:21,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-08-27 14:59:01,en,Wenny Margareth,5.0,Easy and nice,2022-08-29 01:30:05,34:31:04,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-27 04:12:13,,JULIANSAH JULI,5.0,Oke,2022-08-29 01:29:42,45:17:29,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-27 03:24:15,id,DEVAN RADITYA PRATAMA,5.0,Bagus namun perlu diperbarui lagi sistem dan tampilannya biarlebih menarik dan terpercaya.kartu nya sudah mendarat dengan aman good.,2022-08-29 01:29:37,46:05:22,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,UI
2022-08-27 01:12:29,,R. Ibrahim,5.0,Best,2022-08-29 01:29:32,48:17:03,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-26 09:28:31,it,Putri Afifah,1.0,Ribet Gak guna giliran di isi saldo malah di blok,2022-08-29 01:29:14,64:00:43,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-08-25 01:40:30,id,irwan naga,5.0,Semoga aman dan amanah,2022-08-25 09:52:47,08:12:17,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-25 00:33:42,en,ina sunandar,5.0,Ok,2022-08-25 01:25:49,00:52:07,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-21 03:58:59,,Akhmad 92,5.0,Bank bersahabat,2022-08-22 02:21:09,22:22:10,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-20 19:25:51,,Sameone Likeyou,5.0,Bagus,2022-08-22 02:21:01,30:55:10,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-19 15:53:36,id,Joni Andrean,1.0,App tdk bisa di buka,2022-08-22 02:20:52,58:27:16,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-08-18 12:55:03,id,Rasyid Syafei,5.0,"Baru buka rekening di Bank Sahabat Sampoerna, pelayanan offline nya sangat ramah dan informatif, proses gampang dan cepat, aplikasi mobile banking nya juga sangat simple mudah digunakan gak pakai ribet, sukses selalu buat Bank Sahabat Sampoerna...👍🏻👍🏻👍🏻",2022-08-22 02:13:57,85:18:54,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-13 09:54:56,id,mhia edelwish,1.0,Beberapa kali mau daftar ..sering keluar sendiri ..,2022-08-15 01:59:44,40:04:48,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-08-11 22:49:57,id,Armando Sundjaja,5.0,Aplikasinya bagus dan oke....,2022-08-15 01:59:24,75:09:27,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-08-11 21:32:49,id,Calvin Soepargo,5.0,Aplikasi bank yang paling simpel (design dan fitur 😁) easy to use,2022-08-15 01:59:18,76:26:29,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Fitur
2022-08-08 03:53:52,id,M. Fajar Ismail,5.0,"Temen saya yang kembangin aplikasinya, namanya reynaldi, bosnya nanda",2022-08-09 02:12:10,22:18:18,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",neutral,Other
2022-08-05 04:32:05,id,Desi Yulianti,1.0,"Setelah poto KTP, tiba2 kluar sendiri aplikasinya payah payah payah",2022-08-05 09:36:34,05:04:29,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Daftar
2022-08-03 10:59:02,tr,Dina Nasution,5.0,Mantap,2022-08-04 02:17:38,15:18:36,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-29 13:00:02,id,apo cell,1.0,bang gak jelas tiba tiba di blok saldo masih ada awas bng oenipuan ini,2022-08-01 02:04:08,61:04:06,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
2022-07-29 06:38:24,id,Hendra Andra,5.0,Sangat membantu,2022-07-29 08:42:47,02:04:23,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-26 20:09:47,id,Mohammad Isrofil musa,5.0,Bank terpercaya dan amanah,2022-07-27 06:18:39,10:08:52,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-25 14:53:41,id,Anank Anank,5.0,ini sangat baik,2022-07-26 01:27:24,10:33:43,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-25 13:51:39,id,Ramini Ramini,5.0,"Aman dan nyaman. Tinggal pencet"" semuannya beres",2022-07-26 01:27:20,11:35:41,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-25 07:29:33,,Fauzta Putra,5.0,Bagus,2022-07-26 01:27:15,17:57:42,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-25 01:13:08,,Novi Jamal,5.0,Baguss,2022-07-26 01:27:09,24:14:01,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-25 00:41:42,en,Truely L,5.0,user friendly,2022-07-25 01:16:00,00:34:18,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-24 23:08:06,uz,endro tri,5.0,Lancar jaya goodjob,2022-07-25 01:15:51,02:07:45,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-24 11:09:26,,Siswanta Aham,5.0,Bagus,2022-07-25 01:15:46,14:06:20,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-24 10:25:52,tr,Akram Muntaha,5.0,Mantap,2022-07-25 01:15:41,14:49:49,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 23:23:04,tr,Airlangga N,5.0,Mantap,2022-07-25 01:15:38,25:52:34,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 14:56:57,id,Taufik Hidayat,5.0,Aplikasi perbankan terbaik 👍,2022-07-25 01:15:35,34:18:38,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 06:49:24,haw,Ujang Suardi,5.0,Simple and useful,2022-07-25 01:15:31,42:26:07,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 06:33:05,id,Adi Pribadi,5.0,Mantap bos canggih,2022-07-25 01:15:26,42:42:21,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 02:40:14,id,Irawan ok,5.0,Bagus,2022-07-25 01:15:23,46:35:09,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 01:36:23,,Danny Reginald Sakul,5.0,Good,2022-07-25 01:15:19,47:38:56,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-23 00:41:12,id,abidzar Raufa,5.0,Sejauh ini masih aman,2022-07-25 01:15:15,48:34:03,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-22 10:35:08,id,Hendra Nofriadi,5.0,Aplikasi ok.. mantap...tingkatkan 👍👍,2022-07-25 01:15:11,62:40:03,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-22 08:09:25,tr,Rahmat,5.0,Mantap,2022-07-22 09:44:03,01:34:38,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-22 01:49:17,,Ilham Achdar,5.0,Good,2022-07-22 04:00:19,02:11:02,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat
",positive,Other
2022-07-21 08:06:54,,Slamet Wijaya,5.0,Bagus,2022-07-21 08:14:25,00:07:31,"Hai Sahabat,

Terima kasih atas review dan rating yang kamu berikan. Jika ada kendala atau hal lain yang ingin disampaikan, Sahabat dapat juga menghubungi layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",positive,Other
2022-07-19 06:09:53,,rijal siola,1.0,Maaf yaa....knpa aplikasi sampoerna banking kok tiba tiba di blok ...mau cek saldo udah ngak bisa ..tlong dong penjelasan ya,2022-07-19 06:38:04,00:28:11,"Hai Sahabat,

Mohon maaf atas ketidaknyamanan yang kamu alami. Untuk dapat dilakukan pengecekan lebih lanjut, mohon informasikan detail kendala yang Anda alami melalui layanan Phone Banking 24 Jam Bank Sahabat Sampoerna di nomor 1500 035

Salam Sahabat",negative,Other
